"file";"Experimenter";"from";"to";"type";"ID";"DLCFile"
"OFT_11_Jin.csv";"Jin";112.544;113.794;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";135.627;137.169;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";145.919;147.856;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";148.315;150.648;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";158.481;160.336;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";163.169;165.231;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";165.648;166.752;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";182.065;184.69;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";188.606;189.856;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";193.94;198.565;"Grooming";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";219.981;221.44;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";226.961;229.044;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";229.356;231.148;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";241.648;242.669;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";242.773;243.773;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";244.815;245.961;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";267.231;269.419;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";269.898;271.065;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";272.336;274.294;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";276.086;277.94;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";279.023;281.044;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";286.106;287.419;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";288.877;290.419;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";300.086;301.106;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";302.502;303.731;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";336.731;337.856;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";337.919;339.023;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";340.856;342.106;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";358.731;360.481;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";397.815;399.523;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";400.106;402.461;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";403.106;404.523;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";408.086;410.502;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";413.981;416.836;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";418.481;421.106;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";421.69;424.523;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";423.711;424.502;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";430.856;432.836;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";437.294;438.211;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";439.148;442.461;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";451.877;453.544;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";456.315;457.669;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";460.356;462.294;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";462.711;463.461;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";463.94;464.815;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";475.336;478.002;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";502.69;505.127;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";507.836;510.877;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";525.856;528.044;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";533.523;537.044;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";538.773;539.523;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";539.586;540.231;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";547.836;549.044;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";550.69;551.419;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin2.json";"Jin";579.419;582.148;"Unsupported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";590.315;592.773;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";596.961;598.815;"Supported";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_11_Jin.csv";"Jin";598.69;599.898;"Start/End";"OFT_11";"3_01_A_190507121945DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";2.419;3.375;"Start/End";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";7.481;9.669;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";17.065;18.711;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";28.231;29.398;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";29.317;30.317;"_DEFAULT";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";32.19;33.731;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";34.211;37.898;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";46.523;47.461;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";53.461;54.69;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";56.627;57.731;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";58.627;60.19;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";63.294;66.69;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";68.106;69.127;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";73.211;74.648;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";75.981;78.273;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";79.94;81.106;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";103.461;106.627;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";115.356;116.69;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";135.294;136.961;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";146.398;147.127;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";151.356;152.315;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";153.94;155.69;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";156.044;158.023;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";160.69;162.69;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";163.856;166.419;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";167.752;168.586;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";171.315;173.169;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";175.794;177.794;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";184.44;186.544;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";189.606;190.377;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";193.398;194.461;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";195.315;197.044;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";200.565;204.544;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";205.856;207.419;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";215.356;217.086;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";221.169;224.586;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";226.877;228.481;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";233.315;234.502;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";239.086;240.127;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";240.502;242.169;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";243.127;244.356;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";246.461;248.669;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";251.606;252.294;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";255.471;256.627;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";257.377;259.481;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";263.69;264.481;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";266.877;269.398;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";276.461;277.773;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";284.743;286.481;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";298.481;300.231;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";303.461;305.19;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";305.648;311.606;"Grooming";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";313.877;315.044;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";317.794;319.419;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";322.731;326.148;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";330.419;338.544;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";340.023;343.815;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";347.627;349.606;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";360.836;362.69;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";367.898;370.606;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";387.336;388.773;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";392.398;395.336;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";396.794;398.815;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";405.69;408.606;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";410.148;411.836;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";412.398;413.565;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";413.877;414.898;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";419.565;420.94;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";421.502;422.981;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";426.731;428.565;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";429.481;432.711;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";433.419;435.356;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";436.336;438.252;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";442.127;443.523;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";443.877;445.669;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";453.648;457.481;"Supported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";461.815;463.606;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";467.044;470.565;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";476.627;478.19;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";479.211;480.231;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin.csv";"Jin";480.877;482.919;"Grooming";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";484.356;485.377;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";494.627;496.44;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";498.669;501.19;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";502.336;503.898;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";507.856;509.752;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";515.106;516.461;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
"OFT_12_Jin2.json";"Jin";517.211;518.086;"Unsupported";"OFT_12";"21_02_A_190507131119DeepCut_resnet50_Blockcourse1May9shuffle1_1030000.csv"
