file;Experimenter;from;to;type;ID;DLCFile
EPM_11_Jin.json;Jin;46.669;48.252;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;50.627;52.002;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;53.523;56.148;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;57.898;58.877;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;61.627;62.169;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;62.294;63.294;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;63.294;63.877;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;64.44;65.273;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;75.47;76.044;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;77.773;78.461;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;87.578;88.981;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;92.648;95.002;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;98.689;99.461;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;99.731;101.981;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;105.231;106.815;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;107.606;108.94;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;110.898;112.294;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;115.044;116.961;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;118.836;119.836;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;125.981;127.856;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;135.752;137.023;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;137.023;138.023;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;140.398;141.69;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;142.69;143.981;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;144.377;145.273;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;150.065;151.856;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;152.461;153.794;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;156.919;158.523;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;160.127;161.252;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;165.981;168.065;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;169.106;191.377;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;207.836;211.002;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;214.794;216.273;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;216.398;218.815;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;225.523;226.898;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;231.356;234.836;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;234.981;239.19;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;245.377;246.773;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;250.752;253.502;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;260.294;262.794;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;264.502;266.023;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;266.481;267.94;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;270.523;272.398;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;273.086;306.336;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;313.127;316.627;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;319.711;321.169;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;321.544;323.544;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;323.731;325.627;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;325.856;326.898;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;331.356;335.565;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;336.19;338.023;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;338.69;340.315;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;344.981;345.544;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;348.169;350.002;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;358.44;360.606;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;365.502;367.773;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;370.69;371.69;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;377.398;379.523;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;381.606;383.565;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;383.898;387.211;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;394.419;396.19;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;396.468;398.148;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;401.981;403.544;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;406.94;408.023;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;410.169;411.19;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;411.981;413.481;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;420.023;421.086;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;423.451;424.315;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;425.69;429.398;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;430.669;432.023;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;435.856;437.106;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;445.586;447.044;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;447.252;448.606;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;448.882;450.669;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;452.669;455.565;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;463.752;465.273;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;466.002;467.898;Unprotected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;477.565;478.919;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;510.856;541.815;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;541.877;543.336;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;543.58;553.338;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;556.909;558.671;Grooming;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;563.046;566.005;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;566.604;571.338;Protected Stretch;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;577.921;579.713;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;582.63;584.463;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;592.921;594.963;Rearing;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;601.544;602.606;Head Dip;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_11_Jin.json;Jin;602.606;603.04;Start_End;EPM_11;EPM_11DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;22.981;23.981;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;24.711;26.023;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;26.711;27.544;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;29.231;30.523;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;31.336;32.836;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;36.311;37.377;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;37.981;39.169;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;40.606;42.294;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;43.148;44.669;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;49.481;50.544;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;56.211;57.752;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;60.169;61.044;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;62.877;64.169;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;65.565;69.419;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;69.856;70.919;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;72.398;73.169;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;77.302;79.377;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;86.836;87.981;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;99.94;101.94;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;109.294;111.981;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;117.919;119.315;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;120.227;121.731;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;122.294;126.065;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;130.898;132.705;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;133.231;134.544;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;135.002;136.627;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;143.654;144.19;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;145.648;146.981;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;148.19;151.273;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;151.461;152.648;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;163.94;165.252;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;169.815;171.961;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;178.502;179.752;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;183.44;186.398;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;188.981;190.856;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;193.586;199.148;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;201.419;203.294;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;210.023;213.294;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;215.815;218.377;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;226.035;228.503;Rearing;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;233.628;235.722;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;236.816;237.972;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;251.285;252.972;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;255.941;259.222;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;261.128;261.941;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;268.628;270.722;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;271.722;276.878;Unprotected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;277.097;277.972;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;281.972;283.628;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;287.753;290.16;Rearing;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;295.91;297.691;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;298.16;318.535;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;320.817;324.472;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;327.847;332.128;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;334.16;336.128;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;342.722;344.628;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;345.724;346.285;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;346.753;347.441;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;347.441;348.441;Rearing;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;348.819;353.097;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;359.585;382.785;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;386.066;388.16;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;392.586;395.711;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;402.148;405.169;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;407.148;410.981;Rearing;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;413.752;417.273;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;421.794;423.211;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;424.644;427.377;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;428.961;430.544;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;432.273;435.398;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;435.836;436.669;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;438.148;439.086;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;442.627;447.523;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;448.898;450.981;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;465.731;466.794;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;470.229;470.898;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;470.961;472.961;Rearing;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;473.107;473.794;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;475.231;475.731;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;480.252;486.731;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;492.065;495.731;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;500.544;501.544;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;501.648;504.606;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;507.752;511.086;Head Dip;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;519.19;520.461;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;522.315;524.856;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;526.565;558.356;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;561.37;596.752;Grooming;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;598.523;600.086;Protected Stretch;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_13_Jin.json;Jin;620.368;621.28;Start_End;EPM_13;EPM_13DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_16_Jin.json;Jin;5.544;7.044;Head Dip;EPM_16;EPM_16DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_16_Jin.json;Jin;8.752;10.231;Head Dip;EPM_16;EPM_16DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_16_Jin.json;Jin;11.711;12.981;Head Dip;EPM_16;EPM_16DeepCut_resnet50_epmMay17shuffle1_1030000.csv
EPM_16_Jin.json;Jin;13.856;15.648;Head Dip;EPM_16;EPM_16DeepCut_resnet50_epmMay17shuffle1_1030000.csv
